"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes"
"MEX","SOCEXP","PRIV","PC_GDP","A",2003,0.164,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2004,0.17,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2005,0.185,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2006,0.193,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2007,0.212,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2008,0.313,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2009,0.366,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2010,0.36,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2011,0.357,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2012,0.356,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2013,0.37,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2014,0.391,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2015,0.387,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2016,0.408,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2017,0.419,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2018,0.434,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2019,0.466,NA
"MEX","SOCEXP","PRIV","PC_GDP","A",2020,0.52,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1985,1.948,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1986,1.785,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1987,1.725,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1988,1.921,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1989,2.462,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1990,3.139,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1991,3.523,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1992,3.85,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1993,3.786,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1994,4.105,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1995,3.68,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1996,3.367,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1997,3.396,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1998,3.809,NA
"MEX","SOCEXP","PUB","PC_GDP","A",1999,4.286,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2000,4.391,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2001,4.992,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2002,5.346,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2003,6.02,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2004,5.954,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2005,6.145,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2006,6.26,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2007,6.255,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2008,6.704,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2009,7.262,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2010,7.342,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2011,7.21,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2012,7.228,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2013,7.565,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2014,7.552,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2015,7.658,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2016,7.487,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2017,7.407,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2018,7.105,NA
"MEX","SOCEXP","PUB","PC_GDP","A",2019,7.355,NA
"MEX","SOCEXP","PUBNET","PC_GDP","A",1999,3.995,NA
"MEX","SOCEXP","PUBNET","PC_GDP","A",2001,5.927,NA
"MEX","SOCEXP","PUBNET","PC_GDP","A",2003,6.682,NA
"MEX","SOCEXP","PUBNET","PC_GDP","A",2005,6.911,NA
"MEX","SOCEXP","PUBNET","PC_GDP","A",2007,7.113,NA
"MEX","SOCEXP","PUBNET","PC_GDP","A",2009,7.28,NA
"MEX","SOCEXP","PUBNET","PC_GDP","A",2011,6.993,NA
"MEX","SOCEXP","PUBNET","PC_GDP","A",2013,7.382,NA
"MEX","SOCEXP","PUBNET","PC_GDP","A",2015,7.378,NA
"MEX","SOCEXP","PUBNET","PC_GDP","A",2017,7.153,NA
"MEX","SOCEXP","PUBNET","PC_GDP","A",2019,7.14,NA
"MEX","SOCEXP","TOTNET","PC_GDP","A",1999,4.091,NA
"MEX","SOCEXP","TOTNET","PC_GDP","A",2001,5.891,NA
"MEX","SOCEXP","TOTNET","PC_GDP","A",2003,6.652,NA
"MEX","SOCEXP","TOTNET","PC_GDP","A",2005,6.984,NA
"MEX","SOCEXP","TOTNET","PC_GDP","A",2007,7.17,NA
"MEX","SOCEXP","TOTNET","PC_GDP","A",2009,7.572,NA
"MEX","SOCEXP","TOTNET","PC_GDP","A",2011,7.28,NA
"MEX","SOCEXP","TOTNET","PC_GDP","A",2013,7.679,NA
"MEX","SOCEXP","TOTNET","PC_GDP","A",2015,7.687,NA
"MEX","SOCEXP","TOTNET","PC_GDP","A",2017,7.487,NA
"MEX","SOCEXP","TOTNET","PC_GDP","A",2019,7.493,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1985,266.75,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1986,230.48,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1987,222.355,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1988,245.697,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1989,321.73,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1990,422.583,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1991,485.662,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1992,540.824,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1993,541.874,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1994,606.918,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1995,502.121,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1996,483.487,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1997,513.896,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1998,598.248,NA
"MEX","SOCEXP","PUB","USD_CAP","A",1999,683.218,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2000,725.903,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2001,812.123,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2002,858.367,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2003,968.383,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2004,983.679,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2005,1028.638,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2006,1082.352,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2007,1092.571,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2008,1168.311,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2009,1182.129,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2010,1240.367,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2011,1247.385,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2012,1280.796,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2013,1343.215,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2014,1363.855,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2015,1413.202,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2016,1403.292,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2017,1403.264,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2018,1362.095,NA
"MEX","SOCEXP","PUB","USD_CAP","A",2019,1394.098,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1980,3.791,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1981,3.931,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1982,4.298,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1983,4.343,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1984,4.478,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1985,4.534,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1986,5.013,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1987,5.353,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1988,5.395,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1989,5.482,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1990,5.628,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1991,5.779,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1992,5.814,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1993,6.071,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1994,6.229,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1995,6.98,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1996,6.887,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1997,6.786,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1998,7.453,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",1999,7.504,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2000,7.511,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2001,7.303,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2002,7.8,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2003,8.076,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2004,8.158,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2005,8.201,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2006,11.423,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2007,11.423,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2008,11.61,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2009,12.617,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2010,12.799,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2011,13.062,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2012,13.142,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2013,13.105,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2014,13.073,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2015,13.313,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2016,13.284,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2017,13.464,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2018,13.247,NA
"NLD","SOCEXP","PRIV","PC_GDP","A",2019,13.134,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1980,22.964,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1981,23.594,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1982,25.04,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1983,25.39,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1984,24.059,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1985,23.476,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1986,22.91,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1987,22.867,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1988,22.547,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1989,22.224,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1990,23.683,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1991,23.634,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1992,24.065,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1993,24.172,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1994,22.898,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1995,22.082,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1996,21.001,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1997,20.319,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1998,20.271,NA
"NLD","SOCEXP","PUB","PC_GDP","A",1999,19.576,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2000,18.98,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2001,19.08,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2002,19.863,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2003,20.54,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2004,20.386,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2005,19.913,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2006,16.428,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2007,15.737,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2008,15.474,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2009,17.072,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2010,17.463,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2011,17.537,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2012,17.923,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2013,18.132,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2014,17.929,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2015,17.596,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2016,17.468,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2017,16.649,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2018,16.318,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2019,16.321,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2020,18.921,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2021,18.671,NA
"NLD","SOCEXP","PUB","PC_GDP","A",2022,17.565,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",1993,18.497,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",1995,17.231,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",1997,15.872,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",1999,15.836,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",2001,16.861,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",2003,17.809,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",2005,17.281,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",2007,13.674,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",2009,14.718,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",2011,15.098,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",2013,14.904,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",2015,15.259,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",2017,14.605,NA
"NLD","SOCEXP","PUBNET","PC_GDP","A",2019,14.39,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",1993,22.91,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",1995,22.054,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",1997,20.602,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",1999,21.329,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",2001,21.856,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",2003,23.316,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",2005,23.059,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",2007,22.964,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",2009,25.142,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",2011,25.881,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",2013,25.871,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",2015,26.397,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",2017,25.724,NA
"NLD","SOCEXP","TOTNET","PC_GDP","A",2019,25.251,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1980,6738.418,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1981,6821.211,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1982,7117.099,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1983,7337.219,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1984,7137.978,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1985,7112.833,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1986,7096.072,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1987,7171.864,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1988,7267.243,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1989,7436.427,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1990,8200.296,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1991,8315.568,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1992,8547.095,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1993,8631.646,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1994,8369.026,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1995,8279.944,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1996,8112.562,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1997,8146.673,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1998,8454.438,NA
"NLD","SOCEXP","PUB","USD_CAP","A",1999,8518.74,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2000,8544.344,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2001,8723.191,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2002,9042.787,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2003,9322.051,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2004,9402.713,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2005,9351.227,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2006,7968.663,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2007,7904.414,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2008,7909.842,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2009,8364.208,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2010,8626.088,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2011,8755.871,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2012,8823.522,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2013,8888.719,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2014,8882.471,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2015,8848.502,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2016,8929.381,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2017,8707.089,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2018,8684.314,NA
"NLD","SOCEXP","PUB","USD_CAP","A",2019,8797.976,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1980,0.091,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1982,0.091,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1984,0.106,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1985,0.11,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1986,0.119,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1987,0.134,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1988,0.167,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1989,0.172,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1990,0.208,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1991,0.273,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1992,0.366,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1993,0.38,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1994,0.444,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1995,0.464,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1996,0.484,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1997,0.502,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1998,0.504,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",1999,0.488,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2000,0.495,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2001,0.5,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2002,0.477,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2004,0.495,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2005,0.517,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2006,0.526,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2007,0.512,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2008,0.539,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2009,0.633,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2010,0.659,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2011,0.668,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2012,0.698,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2013,0.709,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2014,0.713,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2015,0.71,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2016,0.718,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2017,0.703,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2018,0.711,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2019,0.698,NA
"NZL","SOCEXP","PRIV","PC_GDP","A",2020,0.731,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1980,16.366,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1981,16.513,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1982,16.983,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1983,16.686,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1984,15.987,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1985,16.348,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1986,16.574,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1987,17.606,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1988,18.751,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1989,20.284,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1990,20.153,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1991,20.569,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1992,20.25,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1993,18.8,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1994,18.14,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1995,17.617,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1996,17.562,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1997,18.577,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1998,19.11,NA
"NZL","SOCEXP","PUB","PC_GDP","A",1999,18.459,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2000,18.259,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2001,17.629,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2002,18.208,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2003,17.574,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2004,16.702,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2005,19.927,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2006,20.039,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2007,20.671,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2008,22.629,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2009,23.561,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2010,23.429,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2011,22.933,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2012,22.79,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2013,21.26,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2014,21.129,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2015,20.04,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2016,19.65,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2017,18.652,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2018,19.455,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2019,23.642,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2020,21.978,NA
"NZL","SOCEXP","PUB","PC_GDP","A",2021,20.825,NA
"NZL","SOCEXP","PUBNET","PC_GDP","A",1997,15.585,NA
"NZL","SOCEXP","PUBNET","PC_GDP","A",1999,15.728,NA
"NZL","SOCEXP","PUBNET","PC_GDP","A",2001,15.066,NA
"NZL","SOCEXP","PUBNET","PC_GDP","A",2003,14.894,NA
"NZL","SOCEXP","PUBNET","PC_GDP","A",2005,17.301,NA
"NZL","SOCEXP","PUBNET","PC_GDP","A",2007,18.169,NA
"NZL","SOCEXP","PUBNET","PC_GDP","A",2009,21.04,NA
"NZL","SOCEXP","PUBNET","PC_GDP","A",2011,20.489,NA
"NZL","SOCEXP","PUBNET","PC_GDP","A",2013,18.815,NA
"NZL","SOCEXP","PUBNET","PC_GDP","A",2015,17.586,NA
"NZL","SOCEXP","PUBNET","PC_GDP","A",2017,16.433,NA
"NZL","SOCEXP","PUBNET","PC_GDP","A",2019,20.931,NA
"NZL","SOCEXP","TOTNET","PC_GDP","A",1997,16.015,NA
"NZL","SOCEXP","TOTNET","PC_GDP","A",1999,16.151,NA
"NZL","SOCEXP","TOTNET","PC_GDP","A",2001,15.502,NA
"NZL","SOCEXP","TOTNET","PC_GDP","A",2003,14.826,NA
"NZL","SOCEXP","TOTNET","PC_GDP","A",2005,17.754,NA
"NZL","SOCEXP","TOTNET","PC_GDP","A",2007,18.62,NA
"NZL","SOCEXP","TOTNET","PC_GDP","A",2009,21.571,NA
"NZL","SOCEXP","TOTNET","PC_GDP","A",2011,21.047,NA
"NZL","SOCEXP","TOTNET","PC_GDP","A",2013,19.422,NA
"NZL","SOCEXP","TOTNET","PC_GDP","A",2015,18.197,NA
"NZL","SOCEXP","TOTNET","PC_GDP","A",2017,17.042,NA
"NZL","SOCEXP","TOTNET","PC_GDP","A",2019,21.542,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1980,3698.142,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1981,3889.061,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1982,4003.82,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1983,4016.958,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1984,3993.446,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1985,4131.935,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1986,4024.118,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1987,4315.666,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1988,4681.251,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1989,5059.896,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1990,5008.115,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1991,4839.857,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1992,4777.56,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1993,4665.397,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1994,4674.728,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1995,4663.501,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1996,4732.565,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1997,5100.049,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1998,5261.015,NA
"NZL","SOCEXP","PUB","USD_CAP","A",1999,5320.207,NA
"NZL","SOCEXP","PUB","USD_CAP","A",2000,5354.3,NA
"NZL","SOCEXP","PUB","USD_CAP","A",2001,5325.677,NA
"NZL","SOCEXP","PUB","USD_CAP","A",2002,5676.743,NA
"NZL","SOCEXP","PUB","USD_CAP","A",2003,5621.915,NA
